stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,location_type,wheelchair_boarding
ecacd5d5-9c7b-4d2a-839b-c99bbcb02b54,411,Hickling Trail,,44.40830721,-79.65458849,0,0
acba36d6-e1c3-40ad-9666-36341687ed34,407,Johnson at Grove,,44.40542054,-79.65513496,0,0
d9c5f0e5-8e33-404f-8c01-4b5ed02662cb,399,Johnson at Blake,Blake at Johnson,44.397829,-79.656562,0,0
ad7baf95-4b4a-44a3-a973-f4b01fec2807,131,Collier Street,,44.3916347,-79.67656421,0,0
0e620656-b4f7-4599-aa03-bf3772bbbbc4,190,Collier at Mulcaster,,44.39053858,-79.68510446,0,0
1ff0a1fd-9004-4a76-be29-44facd223b40,1910,McDonald at Owen,,44.3927638944125,-79.6877634846936,0,0
6ae89aae-85b4-4b7a-bd0e-0a17155ed03a,88,Bayfield at Dunlop,,44.3894998733594,-79.6905018781608,0,0
1be242f8-742a-463e-a9ce-c561d11df00b,76,Georgian Mall,,44.4118745345584,-79.7085762670262,0,0
8126f5d0-975b-4bb9-ae6b-16a7c55a0879,77,Georgian Mall North Entrance,,44.4130404915071,-79.7094756531775,0,0
3d48dde2-f350-4ca1-b27c-e58895cd2662,72,Bayfield at Livingstone,,44.41002612,-79.7083016,0,0
834e0366-28b6-4894-a894-a38e2a92d3c9,69,Heather Street,,44.407827,-79.706456,0,0
4bc6b15f-051c-4ad0-b310-412d91697988,60,Kozlov Centre,,44.404223,-79.703312,0,0
948fa1b0-a6fb-4a0a-9906-14bafdd9e1b0,58,Bayfield Mall,,44.40113899,-79.70051743,0,0
a1851516-b8d2-4e11-a583-3752217bff0d,64,Bayfield at Rose,,44.3984106314398,-79.6980873874874,0,0
1caf4d9e-0e97-4a12-b10b-faa26a8af347,68,Grove Street,,44.3964425859715,-79.6963538048478,0,0
1fa08bb1-41ed-4a40-bdcd-d783017c8a28,74,Wellington Street,,44.39395278,-79.6942707,0,0
215fe3a8-053a-4234-8e28-9fb119cb6942,75,Bayfield at Sophia,,44.392146,-79.692739,0,0
b0a2bbf8-49ae-41d9-88e1-7f183fe7dc27,818,Burton Avenue,,44.3714202565801,-79.6925812776435,0,0
54b50fc5-4ab6-4a90-a10a-2d64ec951e1c,381,Adelaide Street,,44.36875087,-79.69280688,0,0
04a7d0b6-5ac7-4523-a124-61b7f8370606,749,Marshall Street,,44.36781897,-79.69000517,0,0
a5470dab-2cc6-4892-b0cc-4982052d89d7,748,Baldwin at Brooks,,44.3678234140768,-79.686940591749,0,0
a26e7b1f-064f-4adc-ad8e-06b79b62c389,92,Glenridge Road,,44.36660415,-79.68471616,0,0
85cc048f-5118-4cd0-8526-c2ec30800c1a,94,Bayview at Little,,44.36268923,-79.68368112,0,0
028a8ed6-cfd6-46da-aba4-5dc59ad47056,969,Barrie Primary Care Centre,Barrie Primary Care Campus,44.3480152993211,-79.6795899975056,0,0
32699b63-d70b-4662-b64c-1f0cef0a26da,91,Bayview at Churchill,,44.34288369,-79.67825741,0,0
33bd3569-0892-4c61-8446-bc70cf85edfd,984,Bayview at Mapleview,,44.3359,-79.678713,0,0
03be1f3b-a64a-4ae7-b4ca-64a6f5fe8166,738,Saunders Road,,44.33288834,-79.6778266,0,0
d154e072-ea78-456b-a9dc-d2442808b320,617,Hooper Road,,44.33298229,-79.67379781,0,0
547f5a4c-09f5-4fdb-845e-e77105ce6281,618,Saunders at Welham,Saunders at Whelam,44.33408414,-79.66898149,0,0
e27ea5e1-aa03-455b-b6ee-993b25123a87,931,Welham at Hooper,TOD bus stop at Welham and Hooper,44.336256,-79.669064,0,0
f43d1802-cf6e-49fa-b5bc-22743f53813c,680,Welham at Mapleview,,44.3392205711682,-79.6698015230892,0,0
54086dab-7efb-48ad-8f5d-0103349f89c6,684,545 Welham ,,44.3421171222403,-79.6700483074495,0,0
ccaa684a-4040-4c7a-ae07-c5b311954841,676,Churchill Drive,,44.3454591539776,-79.6697395843112,0,0
cff180bd-7b1b-4aa4-b6aa-ab47eb17b3c1,677,Ellis Drive,,44.34902631,-79.67005942,0,0
4be4915f-d68f-4108-840f-f25b02f7ef07,674,Big Bay at Welham ,,44.35189,-79.670147,0,0
891c0c07-2629-4caa-939e-be3bb5524bb9,116,Huronia Road,,44.35324087,-79.66438248,0,0
c4eded19-bbd9-4771-9c15-7900622ed569,113,Willow Landing School,,44.35374366,-79.6621861,0,0
6f5b56d7-a573-438f-9758-39d7eebf7fcb,118,Loon Avenue,,44.3543867,-79.65939591,0,0
2860df65-4920-467c-9233-210c0105e604,765,Big Bay Point at Yonge ,,44.3567955110547,-79.6485984115957,0,0
